key,en,es,fr,ja,ka,pt,ru,uk
"Ahh, it's really great to get outside every once in a while!
Make sure you're going outside, if you're not doing that, you're practically killing yourself!","Ahh, it's really great to get outside every once in a while!
Make sure you're going outside, if you're not doing that, you're practically killing yourself!","¡Ahh, realmente es espléndido salir de vez en cuando!
Asegúrate de salir. Si no haces eso, ¡prácticamente te estás matando!","Ahh, c'est si bon de prendre l'air de temps en temps !
Fais attention à ce que tu sortes régulièrement, sinon, tu te tues à petit feu. ",あぁ～、たまには外に出るのは本当に素晴らしいことだ！外に全く行かないのは死んでいるのと同じだ。生きる意味がない。,"აჰჰ, რა მშვენიერია ხანდახან გარეთ გასვლა!
აუცილებლად გადი ხოლმე გარეთ, თუ არა და თავს იკლავ!","Ahh, é realmente ótimo vir pra fora um pouco de vez em quando!
Certifique-se de que você está saindo de vez em quando, pois se não está, você está praticamente se matando!","Ах, как приятно иногда выйти на улицу!
Тоже выходи на улицу, потому что если ты этого не делаешь, ты буквально убиваешь себя!
",
"Once we see you again,
I'll give you a big nice bone!","Once we see you again,
I'll give you a big nice bone!","Una vez que te vuelva a ver,
¡te daré un buen hueso grande!","Quand on se reverra, 
je te donnerai un bon gros os.","いつかまた会える日がきたら、
大きな骨をあげるよ！","როცა კიდევ გნახავ,
მოგცემ ერთ დიდ კარგ ძვალს!","Assim que nos vermos novamente, 
eu irei lhe dar um grande e belo osso!","Как снова увидимся, я дам тебе большую косточку!",
"You talk to the statue, but it feels a bit embarrassing to do so.","You talk to the statue, but it feels a bit embarrassing to do so.","Le hablas a la estatua, pero se siente algo vergonzoso hacerlo.","Tu parles à la statue, mais cela t'embarrasse de le faire.",像に話しかけるが、少し恥ずかしい。,"შენ ქანდაკებას ელაპარაკები, მაგრამ რაღაცნაირად გრჩხვენია.","Você fala com a estátua, mas se sente um pouco envergonhada por isso.","Ты говоришь со статуей, но тебе от этого как-то стыдно.",
The metal man smiles at you and grimaces too.,The metal man smiles at you and grimaces too.,El hombre de metal te sonríe y te hace muecas.,L'homme de métal te souris tout en te faisant une grimace. ,メタルマンが君を見て苦笑いしている。,მეტალის კაცი გიღიმის და გეჭყანება კიდეც.,O homem metal sorri para você e faz uma careta também.,"Металлический человек лыбится и ухмыляется, глядя на тебя.",
[center][wave]They made the Earth from your bones,[center][wave]They made the Earth from your bones,[center][wave]Hicieron la Tierra a partir de tus huesos,[center][wave]Ils ont créé la Terre depuis tes os ,[center][wave]お前の骨を土に戻して,[center][wave]გააკეთეს დედამიწა შენი ძვლებით,[center][wave]Fizeram a Terra com seus ossos,[center][wave]Из твоих костей построили Землю,
Look all around you. Look how grey it all is.,Look all around you. Look how grey it all is.,,,周りを見な。何もかも灰色だろ。,,Veja em volta de ti. Olhe como cinza tudo está.,"Посмотри вокруг. Посмотри, какое всё серое.",
TransientAreas,TransientAreas,,,儚いエリア,,,,
"Having a factory under an elementary school is so pragmatic.
Wouldn't you agree?
It affords us so many opportunities we wouldn't have otherwise.","Having a factory under an elementary school is so pragmatic.
Wouldn't you agree?
It affords us so many opportunities we wouldn't have otherwise.","Tener una fábrica dentro de una escuela primaria es tan pragmático.
¿No estás de acuerdo?
Nos brinda muchas posibilidades que de otra forma no tendríamos.","Mettre une usine sous une école est si pragmatique. 
N'est-ce pas ? 
Cela nous offre tellement plus d'opportunités que nous n'aurions pas sans elle. ",小学校の下に工場があるなんて、合理的じゃない？そう思わない？工場のおかげで色々なことができる。,"ქარხნის სკოლის ქვეშ ქონა ძალიან პრაგმატულია.
არ მეთანხმები?
ბევრ შესაძლებლობას გვაძლევს რაც სხვაგვარად არ გვექნებოდა.",Ter uma fábrica debaixo de uma escola pública é tão pragmático. Não concorda? Permite-nos tantas oportunidades que não teriamos de outra forma.,"Завод под школой – так прагматично, да? Он открывает для нас столько возможностей. ",
Statue,Statue,Estatua,Statue,像,ქანდაკება,Estátua,Статуя,
"Hello there, I am libido.","Hello there, I am libido.",,,こんにちは、私はリビド。,,"Olá, eu sou libido.","Приветик, я – Либидо.",
I'm suffocating here because of all of this trash. It just keeps piling up.,I'm suffocating here because of all of this trash. It just keeps piling up.,,,そのゴミのせいで私は苦しんでるんだ。,,Estou sufocando aqui por causa de todo esse lixo. Só fica juntando mais e mais.,"Я задыхаюсь из-за всего этого мусора, а он лишь копится и копится.",
"[wave]Gameplay Tip:
The world can be dangerous, be careful!","[wave]Gameplay Tip:
The world can be dangerous, be careful!","[wave]Consejo de Juego:
El mundo puede ser peligroso, ¡ten cuidado!","[wave]Conseil pour le Jeu :
Le monde peut être dangereux, fait bien attention !","[wave]ゲームヒント：
この世界は危ないから気をつけて下さい。","[wave]თამაშის მინიშნება:
სამყარო შეიძლება საშიში იყოს, ფრთხილად იყავი!","[wave]Dica de Jogabilidade:
O mundo pode ser perigoso, portanto tenha cautela!","[wave]Игровая подсказка:
Мир может быть опасен. Будьте осторожны!
",
You pet the dog. He wags his tail and licks your fingers.,You pet the dog. He wags his tail and licks your fingers.,Acaricias el perro. Él mueve la cola y lame tus dedos.,Tu caresses le chien. Il remue sa queue et lèche tes doigts.,犬をなでた。犬は尻尾を振りながら指を舐めてきた。,ძაღლს მოეფერე. ის აქიცინებს კუდს და თითებს გილოკავს.,Você faz carinho no cachorro. Ele abana a cauda e lambe os seus dedos.,Ты гладишь собаку. Она виляет хвостом и лижет твои пальцы.,
